sample_id,user_hash,timestamp,method,true_latitude,true_longitude,estimated_latitude,estimated_longitude,error_radius_m,signal_strength,num_base_stations,urban_density,weather_condition,time_of_day,day_of_week,actual_error_m
146,a7cbde5d,2025-06-21T05:09:02.420443,cell_id,-6.168082230069208,106.61581156383164,-6.155491564781186,106.65052287423345,4157.93788399583,-53,3,medium,cloudy,5,5,4084.833760782288
147,e7322524,2025-06-29T19:54:02.420449,triangulation,-5.905532645251411,106.66974424837103,-5.915994226015339,106.65634650752827,1493.0890688226627,-70,5,low,rainy,19,6,1883.8947011306714
148,e50dacd9,2025-06-22T10:16:02.420454,triangulation,-6.3562251514893955,106.78523990994188,-6.35653928382278,106.78652353869855,194.23095152599598,-85,7,low,cloudy,10,6,146.09276948087404
149,185dd59f,2025-06-22T19:17:02.420459,wifi,-6.3486529131807785,106.67640741455189,-6.349215371759618,106.67635244319048,66.18187627382402,-74,3,high,clear,19,6,62.83689651861324
150,3f944a6c,2025-07-07T15:23:02.420464,cell_id,-6.198276078784996,106.8090448161079,-6.195374396450879,106.81229668530774,899.1573880154012,-80,8,medium,cloudy,15,0,483.04179579280975
151,ecf1fed1,2025-07-14T03:47:02.420469,gps,-6.066332943287006,106.87522468362847,-6.066407389683911,106.87516829231792,12.45959126672625,-83,8,medium,cloudy,3,0,10.363659930275782
152,cfa9c6fa,2025-06-14T19:53:02.420474,wifi,-6.2026749546690345,106.61037768194464,-6.20265604758734,106.61049560074572,17.884138437722296,-32,1,low,clear,19,5,13.203665172123278
153,6619f7a7,2025-07-03T13:03:02.420479,cell_id,-6.001121226725887,106.81924439742319,-5.986843746166516,106.79394408326912,3387.092648688397,-63,8,medium,clear,13,3,3216.922056641262
154,1534e2c9,2025-07-13T13:52:02.420484,wifi,-5.986752079187178,106.92533504711778,-5.986777684951484,106.92535449165457,15.461299944017059,-72,3,high,clear,13,6,3.5680097842372542
155,1e44de80,2025-07-11T09:55:02.420494,wifi,-6.214875427602883,106.94836524323574,-6.214953562199209,106.94801462354116,69.31935951816891,-64,3,high,rainy,9,4,39.7198517181004
156,2df794f7,2025-06-14T16:06:02.420499,cell_id,-6.3241481882901915,106.76880911184287,-6.290416461562952,106.80646477737123,4597.478331060257,-42,4,medium,clear,16,5,5602.574615517443
157,4395f660,2025-07-13T02:04:02.420504,cell_id,-6.128790964740053,106.69405250626815,-6.137192986988334,106.69951022437291,934.4382768345948,-88,3,medium,clear,2,6,1112.17540078839
158,cf8e90c4,2025-06-14T01:11:02.420509,wifi,-6.040227306024515,106.91826353934005,-6.040265641595948,106.91837203628099,12.625959557939357,-54,6,low,rainy,1,5,12.73211465136002
159,2821ea81,2025-07-08T18:43:02.420514,gps,-5.9176900366074525,106.68730548541905,-5.917731139038164,106.68728796768193,7.536527793643398,-60,6,medium,cloudy,18,1,4.964101953938124
160,561e2df8,2025-07-02T16:16:02.420519,gps,-6.331883170823879,106.7604969430047,-6.331876506254035,106.76053846326745,5.057297029882292,-61,8,high,cloudy,16,2,4.64813415393807
161,da106492,2025-06-26T19:58:02.420524,wifi,-5.959435527312058,106.65980831386082,-5.9595866326497555,106.65947204251736,37.8466047728828,-40,1,medium,rainy,19,3,40.80903509575748
162,908de066,2025-06-19T14:03:02.420529,gps,-6.384050252030546,106.86056130866261,-6.384005453513758,106.86049180471093,9.407531297689532,-78,8,low,rainy,14,3,9.15451032843372
163,6897082f,2025-07-11T00:04:02.420538,wifi,-6.231084628777419,106.76920083957529,-6.23129608330398,106.76932897118054,28.1751916800413,-30,7,medium,rainy,0,4,27.44900475518867
164,874f1910,2025-07-05T22:25:02.420550,wifi,-6.118983350178769,106.97997458884714,-6.118784766880412,106.98008794626406,89.01507649163274,-37,4,low,cloudy,22,5,25.390268200479678
165,450ec3e6,2025-06-21T22:19:02.420564,triangulation,-6.180395947975578,106.65109510761513,-6.165589065889006,106.65776018192524,1961.0639749400902,-56,3,low,rainy,22,5,1803.8041997347932
166,6be56934,2025-07-13T10:39:02.420570,wifi,-6.0974549832681495,106.91358050781949,-6.097444933185544,106.91432496469183,91.05882987541878,-81,7,high,cloudy,10,6,82.31910047553136
167,35a49c8d,2025-06-18T17:15:02.420575,gps,-6.174977852474582,106.77860317512737,-6.1749875753806025,106.77857833997183,13.811308405149804,-66,2,medium,rainy,17,2,2.9507192305052183
168,6041b6be,2025-06-19T03:44:02.420580,cell_id,-5.932089223525247,106.8340847787709,-5.936653967351286,106.83695862298556,3408.7515875474564,-41,2,medium,cloudy,3,3,598.8812967246496
169,91cd07b8,2025-06-29T08:17:02.420585,gps,-5.922496737653857,106.91671986432196,-5.922504279477847,106.91668954574408,7.90419834493253,-71,6,low,rainy,8,6,3.4565504044800517
170,f147475c,2025-07-10T13:47:02.420590,triangulation,-6.169640842766711,106.63736004008624,-6.166193268254204,106.63329198992173,1484.175049542798,-80,5,low,clear,13,3,590.9438800695473
171,0907f785,2025-06-23T13:53:02.420595,wifi,-6.035745061092851,106.74481448684477,-6.035551896279711,106.74500690111758,63.450243240648746,-34,3,medium,rainy,13,0,30.23327906951067
172,5114ef92,2025-06-27T11:40:02.420600,triangulation,-6.285464833171578,106.81415195119725,-6.279454124038164,106.8195069915207,1180.2495796827222,-51,1,medium,clear,11,4,892.762195262083
173,efe3d6fc,2025-06-17T08:05:02.420604,wifi,-6.216225297386589,106.72716377837335,-6.21602008238573,106.72744515922454,71.90834483779804,-51,8,low,rainy,8,1,38.57680405423101
174,a0d076b5,2025-07-02T18:32:02.420609,wifi,-5.909377160052135,106.74863999740504,-5.909801067211442,106.74879470116272,71.57829200289112,-65,6,low,cloudy,18,2,50.145931819299896
175,e044311a,2025-06-19T23:06:02.420619,gps,-6.237642738845366,106.74858797278888,-6.237657281802603,106.74861343010336,3.0083409982569718,-66,4,high,rainy,23,3,3.2455238921881566
176,706d240a,2025-06-20T17:43:02.420624,cell_id,-6.094384844338225,106.88645982720138,-6.0975665663907055,106.89409602506134,1327.2679770822917,-34,8,low,rainy,17,4,915.4340144287069
177,7107a5cb,2025-06-25T13:31:02.420629,triangulation,-6.251183994698006,106.77408204067079,-6.248196648525275,106.77466735451985,398.7276119720344,-90,7,low,rainy,13,2,338.41951607479854
178,baf4859d,2025-06-19T05:55:02.420634,gps,-6.298860933921417,106.86746844240125,-6.298954421810063,106.86746998173673,10.926619520398589,-59,7,medium,cloudy,5,3,10.396771043053121
179,40355447,2025-07-06T16:18:02.420641,triangulation,-5.933557675117667,106.7363794192742,-5.93270309443184,106.72671000431858,1656.782967380591,-90,5,medium,rainy,16,6,1073.6437833535706
180,d2cccec8,2025-06-17T16:08:02.420645,gps,-6.281894268452728,106.99221795999661,-6.281900270058094,106.99219244607399,9.942696501197961,-35,3,high,rainy,16,1,2.897872276009576
181,c4feb1fb,2025-06-27T08:08:02.420650,gps,-6.1187936487351555,106.98418036065162,-6.118768489608371,106.98412606999095,11.936921661488375,-85,2,low,cloudy,8,4,6.62237436532818
182,3773057c,2025-06-23T23:15:02.420655,gps,-6.087200007781016,106.89010831466868,-6.0871811303827155,106.89004117432269,13.133241319330825,-32,6,medium,cloudy,23,0,7.714630261828917
183,985172a2,2025-06-24T04:48:02.420660,triangulation,-6.1094207164239736,106.96557075794453,-6.121340728973087,106.95375984524169,1335.6741047387936,-50,2,low,clear,4,1,1860.6510564610192
184,a49765c9,2025-06-20T19:29:02.420669,triangulation,-6.368048500706376,106.60277573949506,-6.369585331913266,106.60493717946875,367.97786584425035,-72,6,low,cloudy,19,4,293.69327194691317
185,127046cf,2025-06-27T01:37:02.420684,wifi,-6.302041718052383,106.67075804984884,-6.302276269340403,106.67112749885192,69.44014373091173,-70,6,low,cloudy,1,4,48.45116010454893
186,219dbaf1,2025-06-14T14:37:02.420690,cell_id,-6.262168086629825,106.6868111069587,-6.267504491610845,106.68042222461624,2250.5142930296147,-78,4,high,clear,14,5,922.3749711242914
187,5bfbe0b6,2025-07-01T22:19:02.420695,triangulation,-6.348164545892064,106.73635092649026,-6.34669006441749,106.7371218766729,801.5658701307577,-64,7,high,cloudy,22,1,184.7708725706215
188,d58b392a,2025-07-14T05:53:02.420700,wifi,-6.178869973903037,106.96751926563654,-6.1788215493873055,106.9674480874163,12.398297534157365,-81,7,medium,rainy,5,0,9.534652562349496
189,73f00e1a,2025-06-21T09:17:02.420704,cell_id,-6.333709861322503,106.80351396064404,-6.324541689912069,106.78957746017734,1769.4667539973154,-46,4,medium,rainy,9,5,1847.044560584364
190,13658fe1,2025-07-06T11:37:02.420709,wifi,-5.964788775298857,106.9200901473537,-5.964579860526672,106.91998164382828,27.09604505526308,-34,5,high,clear,11,6,26.146480861830018
191,23bc0a6f,2025-06-24T15:09:02.420714,triangulation,-6.024658607510547,106.77701568356781,-6.014984988730127,106.76948807514077,1319.7446010356286,-41,4,medium,cloudy,15,1,1360.130663317717
192,a84dcac4,2025-06-26T08:12:02.420719,wifi,-6.185043610932128,106.93115656179481,-6.184960149117701,106.93102904917092,29.39347811717832,-52,3,medium,rainy,8,3,16.87696083491559
193,860ebbbc,2025-06-15T22:46:02.420723,cell_id,-5.910755649639227,106.98411199589025,-5.920646195396934,106.99134628834395,1449.109058637479,-56,3,high,cloudy,22,6,1360.0460459273336
194,78a304e4,2025-07-03T16:52:02.420728,gps,-6.188053336537414,106.62506355683401,-6.187990201013061,106.62513291763456,7.932976412266275,-80,3,low,rainy,16,3,10.396051878133614
195,ce36f9c8,2025-07-11T01:40:02.420737,cell_id,-6.215294984649473,106.86230626668103,-6.203558778145544,106.83764047025821,4533.919801447472,-76,8,high,rainy,1,4,3022.830005327626
196,642a37bc,2025-06-19T19:53:02.420743,cell_id,-5.947101597334396,106.90714747764542,-5.9366351731688685,106.91572782908624,1417.7576940136719,-55,6,medium,clear,19,3,1501.6647725501832
197,b7bbe641,2025-06-28T20:56:02.420753,wifi,-6.194766469988543,106.75341621414559,-6.194944546360852,106.75335746034908,50.82450513059327,-87,1,medium,cloudy,20,5,20.839188839235202
198,8eb9fab8,2025-06-14T07:46:02.420758,gps,-6.08001399347539,106.81598224341256,-6.080066675886307,106.81602340557514,6.048229461862666,-37,6,medium,cloudy,7,5,7.418253661590491
199,c75082cf,2025-06-16T04:14:02.420763,wifi,-6.252814531626056,106.98022712500803,-6.252882084147367,106.98021792670761,33.7756725342664,-65,7,low,cloudy,4,0,7.579994440614893
200,5cfab3b4,2025-06-24T18:09:02.420768,triangulation,-6.335160419611654,106.72209921116045,-6.326304337845511,106.71462052182139,1298.3653676725635,-85,7,medium,cloudy,18,1,1285.6409207475315
201,ca3366aa,2025-07-13T10:11:02.420773,cell_id,-5.936935905616424,106.91543482164514,-5.936384033003062,106.92346418975981,891.4117255836393,-41,6,medium,rainy,10,6,890.1543612249781
202,83dd9bea,2025-06-30T08:05:02.420777,gps,-6.34453641887997,106.84095510755104,-6.344529049796136,106.84094016964276,5.923972486591148,-68,5,low,clear,8,0,1.8430187765458632
203,fd202726,2025-07-03T13:10:02.420782,cell_id,-6.196274549446858,106.60562079107756,-6.208258213786179,106.59099945750154,4138.754393970271,-40,2,medium,cloudy,13,3,2094.7667786829306
204,d88323a8,2025-07-12T00:52:02.420787,wifi,-6.126888070079744,106.81737157190439,-6.126995238056972,106.81728436769896,14.825225139880404,-34,5,high,clear,0,5,15.328340720698925
205,56aa009d,2025-06-29T10:18:02.420801,wifi,-6.211079064131316,106.64354525275135,-6.211075071644916,106.64358062033122,13.827593069693076,-84,2,medium,cloudy,10,6,3.9347354391446774
206,b6d4fbe9,2025-07-13T11:29:02.420807,gps,-6.177758498533597,106.94599609112885,-6.177795789093656,106.94596884066168,10.434740694250817,-33,2,low,cloudy,11,6,5.1253191865293095
207,39a3329b,2025-06-16T01:17:02.420812,cell_id,-6.101697831147803,106.78449179776187,-6.093739237782668,106.77289774457886,2959.044929749229,-59,1,high,rainy,1,0,1557.6996687507954
208,eaeb9a9b,2025-06-17T15:09:02.420817,wifi,-6.297566941947344,106.74240051457829,-6.297313234638849,106.74251588866419,54.461054485653726,-37,5,high,rainy,15,1,30.959035898474674
209,f0fa885f,2025-06-17T09:05:02.420822,cell_id,-6.261881375611287,106.89156082062631,-6.259534143938088,106.89463680014559,561.7141267371062,-82,5,low,rainy,9,1,428.62181384887043
210,5cac3416,2025-07-11T07:26:02.420826,cell_id,-6.119953931873623,106.60812820766107,-6.0950965800295815,106.64355101861975,4592.323259060895,-58,1,medium,cloudy,7,4,4793.597188185475
211,84f41330,2025-07-01T07:35:02.420831,cell_id,-6.009492008687493,106.97099442967286,-6.019351240631028,106.96601327610715,2460.1133583729147,-88,7,high,cloudy,7,1,1226.898566579101
212,a582266c,2025-07-01T12:05:02.420836,cell_id,-6.34862189307719,106.84708207695799,-6.346200371257319,106.84832932798332,782.9716036692572,-44,8,low,cloudy,12,1,302.4908499660014
213,67883f31,2025-07-03T20:00:02.420841,triangulation,-6.005895524814536,106.75737515110163,-6.002757042683892,106.75943486098114,399.92409992492355,-61,1,low,rainy,20,3,416.7370884703296
214,98240730,2025-07-12T05:49:02.420845,cell_id,-5.998092376232038,106.62722615488522,-5.993875970143959,106.63278780669573,1212.4481652701013,-46,4,high,cloudy,5,5,773.3647745952511
215,ed9897b3,2025-06-30T21:39:02.420855,cell_id,-6.299899311711467,106.94326411708788,-6.290487511683774,106.90977735295348,4711.709283905567,-51,4,high,rainy,21,0,3846.224045147427
216,ac561cce,2025-07-02T03:36:02.420861,wifi,-5.974321098468238,106.96923325747233,-5.974812357887895,106.9698282834777,70.2781726335788,-42,2,high,clear,3,2,85.52298740084409
217,0912fe32,2025-07-09T18:49:02.420866,triangulation,-6.0959241275858815,106.6975781867219,-6.101956809067906,106.70483666689987,825.3653433980027,-32,4,medium,clear,18,2,1045.9658114820784
218,d5d0673f,2025-07-07T10:09:02.420870,wifi,-6.203830011532098,106.77756729978071,-6.203673165878052,106.77720612286106,67.57022455528622,-75,3,high,clear,10,0,43.56882795980573
219,6e4dd6f7,2025-06-29T22:58:02.420875,gps,-6.318724367739508,106.66100082942586,-6.318723243960738,106.66102369565792,4.178575115777694,-39,8,medium,cloudy,22,6,2.530250227772378
220,5abc5b1e,2025-07-06T18:27:02.420880,wifi,-6.002846900116446,106.77016631950757,-6.003416833762355,106.7700210563868,66.29899657291239,-44,4,high,rainy,18,6,65.37797765118076
221,868d5a56,2025-06-18T11:21:02.420885,wifi,-6.1391031936157905,106.90669867532722,-6.139558969320398,106.90672361953813,90.33281911991097,-64,1,medium,clear,11,2,50.754922738361905
222,98c2c990,2025-06-22T05:53:02.420890,wifi,-5.929215510951762,106.78777959516643,-5.929452423371479,106.78738302853971,79.98961529262537,-53,4,medium,cloudy,5,6,51.16348731555912
223,516dcca6,2025-07-13T09:01:02.420895,wifi,-6.111208495360643,106.67985338269382,-6.111397441139673,106.67955832077092,57.271530596839256,-65,6,medium,cloudy,9,6,38.80293654977002
224,019f4bd8,2025-06-26T01:30:02.420899,gps,-6.307204723625975,106.90059641344176,-6.307179525300939,106.90056976220623,4.539002931253786,-52,8,high,clear,1,3,4.065344088464581
225,08f77a26,2025-06-20T08:56:02.420909,wifi,-6.008630706645544,106.61816137939235,-6.008555274062741,106.61818638529404,23.704718055074757,-49,5,low,clear,8,4,8.831788249646976
226,2bf8defb,2025-07-12T20:41:02.420914,gps,-5.900887236014736,106.71479025280526,-5.90089335558385,106.71477042090154,4.05009224216661,-50,6,medium,clear,20,5,2.296643677118405
227,3c72f005,2025-06-20T02:02:02.420925,triangulation,-6.335237353868504,106.60036370588094,-6.3247272364899985,106.60572035829232,1514.9366055483877,-40,1,medium,rainy,2,4,1310.0607151857891
228,755fc7a2,2025-07-07T07:06:02.420930,triangulation,-6.383944511305345,106.95318580693015,-6.382121827089202,106.95313658612771,244.91582666855547,-48,5,medium,rainy,7,0,202.74621059316635
229,1764a78c,2025-06-13T12:31:02.420940,cell_id,-6.343980550861744,106.93423048021425,-6.3440800984645005,106.93663279175443,535.2786606079796,-83,6,low,clear,12,4,265.71972890774657
230,05ed9a9d,2025-07-04T00:20:02.420946,triangulation,-6.080188286161379,106.89879151713166,-6.075478357131261,106.89805970000799,1133.6485067058054,-30,6,high,clear,0,4,529.9343482312484
231,89316f43,2025-06-30T05:46:02.420951,triangulation,-6.131185298225994,106.94892388284995,-6.131108008563297,106.94245889593694,1433.07740618065,-38,2,low,clear,5,0,714.8134759902113
232,8277d10b,2025-06-24T00:09:02.420956,gps,-6.190489584752417,106.72796870266234,-6.190401261181379,106.72788070388341,13.235882186649821,-62,4,high,rainy,0,1,13.823453889180906
233,e6aa1ff3,2025-07-06T01:41:02.420961,gps,-5.945869623163576,106.78869808399723,-5.945841326892579,106.7886738223183,4.442883947900517,-76,7,high,cloudy,1,6,4.135183208459516
234,590efbbb,2025-07-08T15:58:02.420966,wifi,-6.204651339455548,106.74725081940547,-6.204926915357083,106.74753192368908,48.00785095536839,-66,7,low,rainy,15,1,43.641508958588204
235,4c5f3433,2025-06-21T23:54:02.420978,wifi,-6.1732247135769756,106.97187593522952,-6.17362423926968,106.97186643042576,51.85769428657912,-66,3,high,clear,23,5,44.437654743724764
236,62536591,2025-06-29T17:17:02.420984,triangulation,-6.1191447711544615,106.68143998471072,-6.1180062607041314,106.6861120745058,726.1535236000819,-68,1,low,cloudy,17,6,531.8401571774327
237,e602a96c,2025-06-22T17:05:02.420989,cell_id,-6.140905317259822,106.98921613385453,-6.125720105440276,106.98016537027148,2276.5122689874047,-34,5,high,clear,17,6,1962.7460072902254
238,9690071e,2025-06-14T09:01:02.420993,cell_id,-5.974182921827391,106.83937887398659,-5.963786885811197,106.81930039648641,3504.9009333178424,-34,6,medium,rainy,9,5,2503.4006900849836
239,d640ebdc,2025-06-23T10:33:02.420998,wifi,-6.0676510965495725,106.95473081297978,-6.06734912833079,106.95495301589555,37.724238747667684,-64,1,medium,cloudy,10,0,41.60641782749585
240,c1806b03,2025-06-14T12:23:02.421003,wifi,-5.950541317420079,106.67269326776875,-5.951146694773534,106.67224671522551,68.6408144923753,-36,4,medium,cloudy,12,5,83.48862498567668
241,7c3f7778,2025-06-23T08:37:02.421007,wifi,-6.0177966801117435,106.74055027904944,-6.017846147916831,106.74042324328964,16.413169468570572,-76,5,high,clear,8,0,15.086400065854486
242,d8788188,2025-06-13T14:45:02.421012,triangulation,-6.0532781933889455,106.62254591219846,-6.057417198445219,106.61704735602066,1228.6820726086094,-87,7,high,clear,14,4,762.5494719584945
243,7b425d28,2025-07-04T14:04:02.421016,wifi,-5.948708974681143,106.9582668500269,-5.948711948926113,106.95815787494244,23.30883807511543,-78,1,low,cloudy,14,4,12.056761478934801
244,743cee13,2025-07-13T02:52:02.421021,wifi,-6.022732866802677,106.70578269563327,-6.022359937737133,106.70624822588803,82.25239599471634,-30,1,medium,clear,2,6,66.10338100955222
245,c70fd02c,2025-06-26T01:29:02.421031,triangulation,-6.261432261852169,106.75684718864825,-6.2620853348058345,106.75726966391036,169.91419386619185,-90,6,low,rainy,1,3,86.33670533148819
